Gene_id,TPM_median
ENSG00000242268.2,-1.0892982836704576e-08
ENSG00000259041.1,-1.0892982836704576e-08
ENSG00000270112.3,0.009999639102394372
ENSG00000167578.16,39.940051786985904
ENSG00000278814.1,-1.0892982836704576e-08
ENSG00000078237.5,3.229946502785272
ENSG00000269416.5,0.06000198504851404
ENSG00000263642.1,-1.0892982836704576e-08
ENSG00000146083.11,25.595102675416094
ENSG00000158486.13,0.0899993468124429
ENSG00000273639.4,0.45000020676198665
ENSG00000198242.13,1209.5034371149584
ENSG00000231981.3,-1.0892982836704576e-08
ENSG00000269475.2,-1.0892982836704576e-08
ENSG00000134108.12,33.609743265110865
ENSG00000261030.1,-1.0892982836704576e-08
ENSG00000172137.18,0.5949885950483527
ENSG00000276644.4,4.790005595302777
ENSG00000240423.1,-1.0892982836704576e-08
ENSG00000271616.1,-1.0892982836704576e-08
ENSG00000234881.1,-1.0892982836704576e-08
ENSG00000236040.1,-1.0892982836704576e-08
ENSG00000231105.1,0.18999410294428806
ENSG00000094963.13,3.605088133827728
ENSG00000182141.9,4.120027941707365
ENSG00000280143.1,46.859573877167854
ENSG00000251334.2,-1.0892982836704576e-08
ENSG00000231112.1,-1.0892982836704576e-08
ENSG00000258610.1,4.255032047881928
ENSG00000264981.1,-1.0892982836704576e-08
ENSG00000275265.1,-1.0892982836704576e-08
ENSG00000185105.4,0.0899993468124429
ENSG00000233540.1,-1.0892982836704576e-08
ENSG00000102174.8,0.2700066202855875
ENSG00000166391.14,2.2100239347512005
ENSG00000232001.1,-1.0892982836704576e-08
ENSG00000270469.1,0.02999974159756281
ENSG00000225275.4,-1.0892982836704576e-08
ENSG00000234253.1,-1.0892982836704576e-08
ENSG00000070087.13,56.37419920149671
ENSG00000262950.1,-1.0892982836704576e-08
ENSG00000255420.1,-1.0892982836704576e-08
ENSG00000280038.1,0.625004890881194
ENSG00000153561.12,8.990159803133452
ENSG00000251538.5,-1.0892982836704576e-08
ENSG00000269148.1,0.6799873952481095
ENSG00000253438.2,0.14999785912328753
ENSG00000235411.1,0.0400009173779441
ENSG00000179262.9,84.49163352629822
ENSG00000278099.1,-1.0892982836704576e-08
ENSG00000104833.10,0.33998968423545123
ENSG00000166368.2,-1.0892982836704576e-08
ENSG00000206072.12,8.835109273306658
ENSG00000006695.10,6.109996504482201
ENSG00000258630.1,0.0700018290491679
ENSG00000187513.8,11.3197917696078
ENSG00000225269.2,-1.0892982836704576e-08
ENSG00000214062.5,0.0800019247705772
ENSG00000095587.8,0.33499448395855447
ENSG00000167700.8,22.190101439350755
ENSG00000274219.1,-1.0892982836704576e-08
ENSG00000254102.1,0.009999639102394372
ENSG00000265096.1,0.02499962962083381
ENSG00000064601.16,63.68382598717133
ENSG00000227766.1,1.5949961539351922
ENSG00000008517.16,47.01517216192253
ENSG00000264085.1,-1.0892982836704576e-08
ENSG00000261475.2,-1.0892982836704576e-08
ENSG00000229637.3,15.705102240440585
ENSG00000266644.1,0.12999648446658976
ENSG00000227896.2,0.9850062678596654
ENSG00000214541.3,-1.0892982836704576e-08
ENSG00000070081.15,53.425201932675265
ENSG00000166634.6,-1.0892982836704576e-08
ENSG00000275479.1,3.03995635301475
ENSG00000112309.10,0.7650076063121798
ENSG00000199812.1,-1.0892982836704576e-08
ENSG00000261789.1,-1.0892982836704576e-08
ENSG00000254092.1,-1.0892982836704576e-08
ENSG00000158480.10,6.395006285667157
ENSG00000197421.9,0.0800019247705772
ENSG00000280171.1,0.009999639102394372
ENSG00000260900.1,-1.0892982836704576e-08
ENSG00000266579.1,-1.0892982836704576e-08
ENSG00000278732.1,-1.0892982836704576e-08
ENSG00000196167.9,16.264880429547823
ENSG00000264438.2,-1.0892982836704576e-08
ENSG00000200288.1,-1.0892982836704576e-08
ENSG00000207000.1,-1.0892982836704576e-08
ENSG00000254131.1,-1.0892982836704576e-08
ENSG00000118972.1,-1.0892982836704576e-08
ENSG00000264104.1,-1.0892982836704576e-08
ENSG00000179833.4,8.44489464196377
ENSG00000165312.6,6.250088091920253
ENSG00000159618.15,0.45499392741536654
ENSG00000064225.12,3.9700058648028063
ENSG00000221372.1,-1.0892982836704576e-08
ENSG00000250571.6,20.35535475166279
ENSG00000057294.13,9.75513263207433
ENSG00000226530.1,0.3750060439302991
ENSG00000252628.2,-1.0892982836704576e-08
ENSG00000134709.10,4.829926824499091
ENSG00000166007.11,-1.0892982836704576e-08
ENSG00000171861.10,9.864927031756787
ENSG00000278923.1,-1.0892982836704576e-08
ENSG00000167768.4,0.9999975490812226
ENSG00000273637.1,-1.0892982836704576e-08
ENSG00000280159.1,0.06000198504851404
ENSG00000232216.1,0.16500006418714924
ENSG00000264172.1,-1.0892982836704576e-08
ENSG00000199903.1,-1.0892982836704576e-08
ENSG00000200058.1,-1.0892982836704576e-08
ENSG00000177981.10,15.830217232399054
ENSG00000275358.1,0.10499783304510296
ENSG00000218358.2,0.02999974159756281
ENSG00000264091.1,-1.0892982836704576e-08
ENSG00000275367.1,1.160025774459227
ENSG00000238921.2,-1.0892982836704576e-08
ENSG00000274815.1,-1.0892982836704576e-08
ENSG00000269349.1,0.05500026683624758
ENSG00000200291.1,-1.0892982836704576e-08
ENSG00000233614.6,0.04999854862398112
ENSG00000022567.9,8.169983480148296
ENSG00000278933.1,-1.0892982836704576e-08
ENSG00000202175.1,-1.0892982836704576e-08
ENSG00000120662.15,7.90997008926771
ENSG00000215274.5,-1.0892982836704576e-08
ENSG00000235523.1,-1.0892982836704576e-08
ENSG00000249848.1,-1.0892982836704576e-08
ENSG00000277826.1,-1.0892982836704576e-08
ENSG00000230225.1,-1.0892982836704576e-08
ENSG00000239877.2,-1.0892982836704576e-08
ENSG00000201398.1,-1.0892982836704576e-08
ENSG00000281474.1,-1.0892982836704576e-08
ENSG00000272905.1,0.9500081071785265
ENSG00000235571.1,0.240006364769272
ENSG00000259952.1,-1.0892982836704576e-08
ENSG00000260812.1,-1.0892982836704576e-08
ENSG00000225630.1,410.90799507968205
ENSG00000230231.1,-1.0892982836704576e-08
ENSG00000164283.12,0.7849879042575414
ENSG00000227489.1,-1.0892982836704576e-08
ENSG00000254555.1,-1.0892982836704576e-08
ENSG00000013392.7,7.540230778308039
ENSG00000226688.6,2.6099955521295404
ENSG00000258279.2,0.019999517644104813
ENSG00000250929.2,-1.0892982836704576e-08
ENSG00000204581.2,0.35499843763848726
ENSG00000225620.1,-1.0892982836704576e-08
ENSG00000271771.1,-1.0892982836704576e-08
ENSG00000277919.1,-1.0892982836704576e-08
ENSG00000184178.15,4.415032970802892
ENSG00000206260.3,-1.0892982836704576e-08
ENSG00000237786.1,-1.0892982836704576e-08
ENSG00000272911.1,-1.0892982836704576e-08
ENSG00000164112.12,0.2149975104139564
ENSG00000230039.1,-1.0892982836704576e-08
ENSG00000130204.12,26.679291548404002
ENSG00000271580.1,0.17500429153267316
ENSG00000252650.1,-1.0892982836704576e-08
ENSG00000258529.5,-1.0892982836704576e-08
ENSG00000189099.11,-1.0892982836704576e-08
ENSG00000232879.2,-1.0892982836704576e-08
ENSG00000265897.2,-1.0892982836704576e-08
ENSG00000111863.12,0.3900084922441426
ENSG00000109618.11,3.5850643735322993
ENSG00000279345.1,0.14999785912328753
ENSG00000214866.7,0.0800019247705772
ENSG00000254978.2,-1.0892982836704576e-08
ENSG00000153015.15,12.80999715652521
ENSG00000260549.1,26.824984108828197
ENSG00000202290.1,-1.0892982836704576e-08
ENSG00000254578.1,-1.0892982836704576e-08
ENSG00000240710.1,0.12000176527428985
ENSG00000268889.1,-1.0892982836704576e-08
ENSG00000250210.4,-1.0892982836704576e-08
ENSG00000225215.1,0.0400009173779441
ENSG00000257246.1,0.1999959615892572
ENSG00000278616.1,0.9400217671453672
ENSG00000280267.3,-1.0892982836704576e-08
ENSG00000250885.1,-1.0892982836704576e-08
ENSG00000273797.1,0.27999181267030204
ENSG00000036448.9,6.169897358098236
ENSG00000264583.1,-1.0892982836704576e-08
ENSG00000164114.18,4.30500783196141
ENSG00000267552.6,-1.0892982836704576e-08
ENSG00000224695.1,-1.0892982836704576e-08
ENSG00000106038.12,3.5300709900316822
ENSG00000255189.1,0.1700037656548274
ENSG00000238698.1,-1.0892982836704576e-08
ENSG00000149089.12,24.879629141546957
ENSG00000114861.18,25.97494791040523
ENSG00000238478.1,-1.0892982836704576e-08
ENSG00000224570.1,-1.0892982836704576e-08
ENSG00000179632.9,106.64279827878015
ENSG00000113971.18,19.68503172228783
ENSG00000205030.1,-1.0892982836704576e-08
ENSG00000243073.3,-1.0892982836704576e-08
ENSG00000138193.14,3.6499835819090736
ENSG00000240809.1,0.02999974159756281
ENSG00000152942.18,11.559649444521682
ENSG00000276692.1,-1.0892982836704576e-08
ENSG00000280004.1,-1.0892982836704576e-08
ENSG00000224560.3,-1.0892982836704576e-08
ENSG00000158411.10,26.840639455680595
ENSG00000172667.10,4.120027941707365
ENSG00000227233.1,-1.0892982836704576e-08
ENSG00000118363.11,119.24162748026123
ENSG00000273311.1,1.1200106621801786
ENSG00000136169.16,4.755006980768103
ENSG00000135903.18,0.07500187690987255
ENSG00000121644.18,10.794906458760337
ENSG00000279700.1,1.5899626865577787
ENSG00000205362.10,9.540146824853682
ENSG00000138495.6,64.94337751963843
ENSG00000204528.3,0.4099970659898141
ENSG00000251286.2,-1.0892982836704576e-08
ENSG00000169992.9,23.820080693071446
ENSG00000239344.1,-1.0892982836704576e-08
ENSG00000101323.4,0.019999517644104813
ENSG00000272456.1,0.04999854862398112
ENSG00000262662.1,-1.0892982836704576e-08
ENSG00000219395.2,0.10499783304510296
ENSG00000127564.16,2.4999847027060067
ENSG00000255349.1,-1.0892982836704576e-08
ENSG00000277998.1,11.645328646223351
ENSG00000275248.1,-1.0892982836704576e-08
ENSG00000226086.5,0.0700018290491679
ENSG00000235023.1,0.3100029133246172
ENSG00000176973.7,48.84971102673468
ENSG00000211682.2,-1.0892982836704576e-08
ENSG00000231630.1,-1.0892982836704576e-08
ENSG00000270997.1,-1.0892982836704576e-08
ENSG00000249514.1,-1.0892982836704576e-08
ENSG00000279115.1,-1.0892982836704576e-08
ENSG00000159479.16,25.38920256761657
ENSG00000112511.17,122.37843494203638
ENSG00000211950.2,0.3149964279618531
ENSG00000202534.1,-1.0892982836704576e-08
ENSG00000226663.2,-1.0892982836704576e-08
ENSG00000154511.11,6.10994015480672
ENSG00000253946.1,-1.0892982836704576e-08
ENSG00000144504.15,9.375190184629307
ENSG00000142507.9,94.15693949984475
ENSG00000157884.10,0.25000708642683817
ENSG00000259677.1,0.14999785912328753
ENSG00000164116.16,17.114512755106663
ENSG00000273305.1,1.204985429210041
ENSG00000138669.9,2.270057092509056
ENSG00000250927.1,-1.0892982836704576e-08
ENSG00000174013.7,3.795055936208309
ENSG00000235110.5,-1.0892982836704576e-08
ENSG00000277670.1,-1.0892982836704576e-08
ENSG00000196704.11,54.14941237297381
ENSG00000251332.1,-1.0892982836704576e-08
ENSG00000259235.1,-1.0892982836704576e-08
ENSG00000258507.1,-1.0892982836704576e-08
ENSG00000178821.12,1.3950100922425903
ENSG00000244019.1,-1.0892982836704576e-08
ENSG00000222054.1,-1.0892982836704576e-08
ENSG00000196126.10,63.47663768914323
ENSG00000227987.1,-1.0892982836704576e-08
ENSG00000232301.1,-1.0892982836704576e-08
ENSG00000278896.1,0.019999517644104813
ENSG00000227851.1,-1.0892982836704576e-08
ENSG00000225715.1,-1.0892982836704576e-08
ENSG00000271919.1,-1.0892982836704576e-08
ENSG00000176928.5,1.1100317151359531
ENSG00000034239.10,4.815092702676183
ENSG00000243514.2,-1.0892982836704576e-08
ENSG00000233714.1,-1.0892982836704576e-08
ENSG00000280746.1,-1.0892982836704576e-08
ENSG00000129455.15,0.0700018290491679
ENSG00000240250.3,-1.0892982836704576e-08
ENSG00000276215.1,-1.0892982836704576e-08
ENSG00000216902.3,-1.0892982836704576e-08
ENSG00000265875.1,-1.0892982836704576e-08
